cluster_id,addr_hex,addr_int,u32_hex,f32
1452,0x80002aa0,2147494560,0x0,0.0
1452,0x80002aa4,2147494564,0x0,0.0
1452,0x80002aa8,2147494568,0x0,0.0
1452,0x80002aac,2147494572,0x0,0.0
1452,0x80002ab0,2147494576,0x0,0.0
1452,0x80002ab4,2147494580,0x0,0.0
1453,0x80002a7c,2147494524,0x0,0.0
1453,0x80002a80,2147494528,0x0,0.0
1453,0x80002a84,2147494532,0x0,0.0
1453,0x80002a88,2147494536,0x0,0.0
1453,0x80002a8c,2147494540,0x0,0.0
1453,0x80002a90,2147494544,0x0,0.0
1453,0x80002a94,2147494548,0x0,0.0
1453,0x80002a98,2147494552,0x0,0.0
1453,0x80002a9c,2147494556,0x0,0.0
1453,0x80002aa0,2147494560,0x0,0.0
1453,0x80002aa4,2147494564,0x0,0.0
1453,0x80002aa8,2147494568,0x0,0.0
1453,0x80002aac,2147494572,0x0,0.0
1453,0x80002ab0,2147494576,0x0,0.0
1453,0x80002ab4,2147494580,0x0,0.0
1453,0x80002ab8,2147494584,0x0,0.0
1454,0x80002a80,2147494528,0x0,0.0
1454,0x80002a84,2147494532,0x0,0.0
1454,0x80002a88,2147494536,0x0,0.0
1454,0x80002a8c,2147494540,0x0,0.0
1454,0x80002a90,2147494544,0x0,0.0
1454,0x80002a94,2147494548,0x0,0.0
1454,0x80002a98,2147494552,0x0,0.0
1454,0x80002a9c,2147494556,0x0,0.0
1454,0x80002aa0,2147494560,0x0,0.0
1454,0x80002aa4,2147494564,0x0,0.0
1454,0x80002aa8,2147494568,0x0,0.0
1454,0x80002aac,2147494572,0x0,0.0
1454,0x80002ab0,2147494576,0x0,0.0
1454,0x80002ab4,2147494580,0x0,0.0
1454,0x80002ab8,2147494584,0x0,0.0
1454,0x80002abc,2147494588,0x0,0.0
1455,0x80002a84,2147494532,0x0,0.0
1455,0x80002a88,2147494536,0x0,0.0
1455,0x80002a8c,2147494540,0x0,0.0
1455,0x80002a90,2147494544,0x0,0.0
1455,0x80002a94,2147494548,0x0,0.0
1455,0x80002a98,2147494552,0x0,0.0
1455,0x80002a9c,2147494556,0x0,0.0
1455,0x80002aa0,2147494560,0x0,0.0
1455,0x80002aa4,2147494564,0x0,0.0
1455,0x80002aa8,2147494568,0x0,0.0
1455,0x80002aac,2147494572,0x0,0.0
1455,0x80002ab0,2147494576,0x0,0.0
1455,0x80002ab4,2147494580,0x0,0.0
1455,0x80002ab8,2147494584,0x0,0.0
1455,0x80002abc,2147494588,0x0,0.0
1455,0x80002ac0,2147494592,0x0,0.0
1456,0x80002a88,2147494536,0x0,0.0
1456,0x80002a8c,2147494540,0x0,0.0
1456,0x80002a90,2147494544,0x0,0.0
1456,0x80002a94,2147494548,0x0,0.0
1456,0x80002a98,2147494552,0x0,0.0
1456,0x80002a9c,2147494556,0x0,0.0
1456,0x80002aa0,2147494560,0x0,0.0
1456,0x80002aa4,2147494564,0x0,0.0
1456,0x80002aa8,2147494568,0x0,0.0
1456,0x80002aac,2147494572,0x0,0.0
1456,0x80002ab0,2147494576,0x0,0.0
1456,0x80002ab4,2147494580,0x0,0.0
1456,0x80002ab8,2147494584,0x0,0.0
1456,0x80002abc,2147494588,0x0,0.0
1456,0x80002ac0,2147494592,0x0,0.0
1456,0x80002ac4,2147494596,0x0,0.0
1457,0x80002a8c,2147494540,0x0,0.0
1457,0x80002a90,2147494544,0x0,0.0
1457,0x80002a94,2147494548,0x0,0.0
1457,0x80002a98,2147494552,0x0,0.0
1457,0x80002a9c,2147494556,0x0,0.0
1457,0x80002aa0,2147494560,0x0,0.0
1457,0x80002aa4,2147494564,0x0,0.0
1457,0x80002aa8,2147494568,0x0,0.0
1457,0x80002aac,2147494572,0x0,0.0
1457,0x80002ab0,2147494576,0x0,0.0
1457,0x80002ab4,2147494580,0x0,0.0
1457,0x80002ab8,2147494584,0x0,0.0
1457,0x80002abc,2147494588,0x0,0.0
1457,0x80002ac0,2147494592,0x0,0.0
1457,0x80002ac4,2147494596,0x0,0.0
1457,0x80002ac8,2147494600,0x0,0.0
1458,0x80002a90,2147494544,0x0,0.0
1458,0x80002a94,2147494548,0x0,0.0
1458,0x80002a98,2147494552,0x0,0.0
1458,0x80002a9c,2147494556,0x0,0.0
1458,0x80002aa0,2147494560,0x0,0.0
1458,0x80002aa4,2147494564,0x0,0.0
1458,0x80002aa8,2147494568,0x0,0.0
1458,0x80002aac,2147494572,0x0,0.0
1458,0x80002ab0,2147494576,0x0,0.0
1458,0x80002ab4,2147494580,0x0,0.0
1458,0x80002ab8,2147494584,0x0,0.0
1458,0x80002abc,2147494588,0x0,0.0
1458,0x80002ac0,2147494592,0x0,0.0
1458,0x80002ac4,2147494596,0x0,0.0
1458,0x80002ac8,2147494600,0x0,0.0
1458,0x80002acc,2147494604,0x0,0.0
1459,0x80002a94,2147494548,0x0,0.0
1459,0x80002a98,2147494552,0x0,0.0
1459,0x80002a9c,2147494556,0x0,0.0
1459,0x80002aa0,2147494560,0x0,0.0
1459,0x80002aa4,2147494564,0x0,0.0
1459,0x80002aa8,2147494568,0x0,0.0
1459,0x80002aac,2147494572,0x0,0.0
1459,0x80002ab0,2147494576,0x0,0.0
1459,0x80002ab4,2147494580,0x0,0.0
1459,0x80002ab8,2147494584,0x0,0.0
1459,0x80002abc,2147494588,0x0,0.0
1459,0x80002ac0,2147494592,0x0,0.0
1459,0x80002ac4,2147494596,0x0,0.0
1459,0x80002ac8,2147494600,0x0,0.0
1459,0x80002acc,2147494604,0x0,0.0
1459,0x80002ad0,2147494608,0x0,0.0
1460,0x80002a98,2147494552,0x0,0.0
1460,0x80002a9c,2147494556,0x0,0.0
1460,0x80002aa0,2147494560,0x0,0.0
1460,0x80002aa4,2147494564,0x0,0.0
1460,0x80002aa8,2147494568,0x0,0.0
1460,0x80002aac,2147494572,0x0,0.0
1460,0x80002ab0,2147494576,0x0,0.0
1460,0x80002ab4,2147494580,0x0,0.0
1460,0x80002ab8,2147494584,0x0,0.0
1460,0x80002abc,2147494588,0x0,0.0
1460,0x80002ac0,2147494592,0x0,0.0
1460,0x80002ac4,2147494596,0x0,0.0
1460,0x80002ac8,2147494600,0x0,0.0
1460,0x80002acc,2147494604,0x0,0.0
1460,0x80002ad0,2147494608,0x0,0.0
1460,0x80002ad4,2147494612,0x0,0.0
1461,0x80002a9c,2147494556,0x0,0.0
1461,0x80002aa0,2147494560,0x0,0.0
1461,0x80002aa4,2147494564,0x0,0.0
1461,0x80002aa8,2147494568,0x0,0.0
1461,0x80002aac,2147494572,0x0,0.0
1461,0x80002ab0,2147494576,0x0,0.0
1461,0x80002ab4,2147494580,0x0,0.0
1461,0x80002ab8,2147494584,0x0,0.0
1461,0x80002abc,2147494588,0x0,0.0
1461,0x80002ac0,2147494592,0x0,0.0
1461,0x80002ac4,2147494596,0x0,0.0
1461,0x80002ac8,2147494600,0x0,0.0
1461,0x80002acc,2147494604,0x0,0.0
1461,0x80002ad0,2147494608,0x0,0.0
1461,0x80002ad4,2147494612,0x0,0.0
1461,0x80002ad8,2147494616,0x0,0.0
1462,0x80002aa0,2147494560,0x0,0.0
1462,0x80002aa4,2147494564,0x0,0.0
1462,0x80002aa8,2147494568,0x0,0.0
1462,0x80002aac,2147494572,0x0,0.0
1462,0x80002ab0,2147494576,0x0,0.0
1462,0x80002ab4,2147494580,0x0,0.0
1462,0x80002ab8,2147494584,0x0,0.0
1462,0x80002abc,2147494588,0x0,0.0
1462,0x80002ac0,2147494592,0x0,0.0
1462,0x80002ac4,2147494596,0x0,0.0
1462,0x80002ac8,2147494600,0x0,0.0
1462,0x80002acc,2147494604,0x0,0.0
1462,0x80002ad0,2147494608,0x0,0.0
1462,0x80002ad4,2147494612,0x0,0.0
1462,0x80002ad8,2147494616,0x0,0.0
1462,0x80002adc,2147494620,0x0,0.0
1463,0x80002aa4,2147494564,0x0,0.0
1463,0x80002aa8,2147494568,0x0,0.0
1463,0x80002aac,2147494572,0x0,0.0
1463,0x80002ab0,2147494576,0x0,0.0
1463,0x80002ab4,2147494580,0x0,0.0
1463,0x80002ab8,2147494584,0x0,0.0
1463,0x80002abc,2147494588,0x0,0.0
1463,0x80002ac0,2147494592,0x0,0.0
1463,0x80002ac4,2147494596,0x0,0.0
1463,0x80002ac8,2147494600,0x0,0.0
1463,0x80002acc,2147494604,0x0,0.0
1463,0x80002ad0,2147494608,0x0,0.0
1463,0x80002ad4,2147494612,0x0,0.0
1463,0x80002ad8,2147494616,0x0,0.0
1463,0x80002adc,2147494620,0x0,0.0
1463,0x80002ae0,2147494624,0x0,0.0
1464,0x80002aa8,2147494568,0x0,0.0
1464,0x80002aac,2147494572,0x0,0.0
1464,0x80002ab0,2147494576,0x0,0.0
1464,0x80002ab4,2147494580,0x0,0.0
1464,0x80002ab8,2147494584,0x0,0.0
1464,0x80002abc,2147494588,0x0,0.0
1464,0x80002ac0,2147494592,0x0,0.0
1464,0x80002ac4,2147494596,0x0,0.0
1464,0x80002ac8,2147494600,0x0,0.0
1464,0x80002acc,2147494604,0x0,0.0
1464,0x80002ad0,2147494608,0x0,0.0
1464,0x80002ad4,2147494612,0x0,0.0
1464,0x80002ad8,2147494616,0x0,0.0
1464,0x80002adc,2147494620,0x0,0.0
1464,0x80002ae0,2147494624,0x0,0.0
1464,0x80002ae4,2147494628,0x0,0.0
1465,0x80002aac,2147494572,0x0,0.0
1465,0x80002ab0,2147494576,0x0,0.0
1465,0x80002ab4,2147494580,0x0,0.0
1465,0x80002ab8,2147494584,0x0,0.0
1465,0x80002abc,2147494588,0x0,0.0
1465,0x80002ac0,2147494592,0x0,0.0
1465,0x80002ac4,2147494596,0x0,0.0
1465,0x80002ac8,2147494600,0x0,0.0
1465,0x80002acc,2147494604,0x0,0.0
1465,0x80002ad0,2147494608,0x0,0.0
1465,0x80002ad4,2147494612,0x0,0.0
1465,0x80002ad8,2147494616,0x0,0.0
1465,0x80002adc,2147494620,0x0,0.0
1465,0x80002ae0,2147494624,0x0,0.0
1465,0x80002ae4,2147494628,0x0,0.0
1465,0x80002ae8,2147494632,0x0,0.0
1466,0x80002ab0,2147494576,0x0,0.0
1466,0x80002ab4,2147494580,0x0,0.0
1466,0x80002ab8,2147494584,0x0,0.0
1466,0x80002abc,2147494588,0x0,0.0
1466,0x80002ac0,2147494592,0x0,0.0
1466,0x80002ac4,2147494596,0x0,0.0
1466,0x80002ac8,2147494600,0x0,0.0
1466,0x80002acc,2147494604,0x0,0.0
1466,0x80002ad0,2147494608,0x0,0.0
1466,0x80002ad4,2147494612,0x0,0.0
1466,0x80002ad8,2147494616,0x0,0.0
1466,0x80002adc,2147494620,0x0,0.0
1466,0x80002ae0,2147494624,0x0,0.0
1466,0x80002ae4,2147494628,0x0,0.0
1466,0x80002ae8,2147494632,0x0,0.0
1466,0x80002aec,2147494636,0x0,0.0
1467,0x80002ab4,2147494580,0x0,0.0
1467,0x80002ab8,2147494584,0x0,0.0
1467,0x80002abc,2147494588,0x0,0.0
1467,0x80002ac0,2147494592,0x0,0.0
1467,0x80002ac4,2147494596,0x0,0.0
1467,0x80002ac8,2147494600,0x0,0.0
1467,0x80002acc,2147494604,0x0,0.0
1467,0x80002ad0,2147494608,0x0,0.0
1467,0x80002ad4,2147494612,0x0,0.0
1467,0x80002ad8,2147494616,0x0,0.0
1467,0x80002adc,2147494620,0x0,0.0
1467,0x80002ae0,2147494624,0x0,0.0
1467,0x80002ae4,2147494628,0x0,0.0
1467,0x80002ae8,2147494632,0x0,0.0
1467,0x80002aec,2147494636,0x0,0.0
1467,0x80002af0,2147494640,0x0,0.0
1468,0x80002ab8,2147494584,0x0,0.0
1468,0x80002abc,2147494588,0x0,0.0
1468,0x80002ac0,2147494592,0x0,0.0
1468,0x80002ac4,2147494596,0x0,0.0
1468,0x80002ac8,2147494600,0x0,0.0
1468,0x80002acc,2147494604,0x0,0.0
1468,0x80002ad0,2147494608,0x0,0.0
1468,0x80002ad4,2147494612,0x0,0.0
1468,0x80002ad8,2147494616,0x0,0.0
1468,0x80002adc,2147494620,0x0,0.0
1468,0x80002ae0,2147494624,0x0,0.0
1468,0x80002ae4,2147494628,0x0,0.0
1468,0x80002ae8,2147494632,0x0,0.0
1468,0x80002aec,2147494636,0x0,0.0
1468,0x80002af0,2147494640,0x0,0.0
1468,0x80002af4,2147494644,0x0,0.0
1469,0x80002abc,2147494588,0x0,0.0
1469,0x80002ac0,2147494592,0x0,0.0
1469,0x80002ac4,2147494596,0x0,0.0
1469,0x80002ac8,2147494600,0x0,0.0
1469,0x80002acc,2147494604,0x0,0.0
1469,0x80002ad0,2147494608,0x0,0.0
1469,0x80002ad4,2147494612,0x0,0.0
1469,0x80002ad8,2147494616,0x0,0.0
1469,0x80002adc,2147494620,0x0,0.0
1469,0x80002ae0,2147494624,0x0,0.0
1469,0x80002ae4,2147494628,0x0,0.0
1469,0x80002ae8,2147494632,0x0,0.0
1469,0x80002aec,2147494636,0x0,0.0
1469,0x80002af0,2147494640,0x0,0.0
1469,0x80002af4,2147494644,0x0,0.0
1469,0x80002af8,2147494648,0x0,0.0
1470,0x80002ac0,2147494592,0x0,0.0
1470,0x80002ac4,2147494596,0x0,0.0
1470,0x80002ac8,2147494600,0x0,0.0
1470,0x80002acc,2147494604,0x0,0.0
1470,0x80002ad0,2147494608,0x0,0.0
1470,0x80002ad4,2147494612,0x0,0.0
1470,0x80002ad8,2147494616,0x0,0.0
1470,0x80002adc,2147494620,0x0,0.0
1470,0x80002ae0,2147494624,0x0,0.0
1470,0x80002ae4,2147494628,0x0,0.0
1470,0x80002ae8,2147494632,0x0,0.0
1470,0x80002aec,2147494636,0x0,0.0
1470,0x80002af0,2147494640,0x0,0.0
1470,0x80002af4,2147494644,0x0,0.0
1470,0x80002af8,2147494648,0x0,0.0
1470,0x80002afc,2147494652,0x0,0.0
1471,0x80002ac4,2147494596,0x0,0.0
1471,0x80002ac8,2147494600,0x0,0.0
1471,0x80002acc,2147494604,0x0,0.0
1471,0x80002ad0,2147494608,0x0,0.0
1471,0x80002ad4,2147494612,0x0,0.0
1471,0x80002ad8,2147494616,0x0,0.0
1471,0x80002adc,2147494620,0x0,0.0
1471,0x80002ae0,2147494624,0x0,0.0
1471,0x80002ae4,2147494628,0x0,0.0
1471,0x80002ae8,2147494632,0x0,0.0
1471,0x80002aec,2147494636,0x0,0.0
1471,0x80002af0,2147494640,0x0,0.0
1471,0x80002af4,2147494644,0x0,0.0
1471,0x80002af8,2147494648,0x0,0.0
1471,0x80002afc,2147494652,0x0,0.0
1471,0x80002b00,2147494656,0x0,0.0
1472,0x80002ac8,2147494600,0x0,0.0
1472,0x80002acc,2147494604,0x0,0.0
1472,0x80002ad0,2147494608,0x0,0.0
1472,0x80002ad4,2147494612,0x0,0.0
1472,0x80002ad8,2147494616,0x0,0.0
1472,0x80002adc,2147494620,0x0,0.0
1472,0x80002ae0,2147494624,0x0,0.0
1472,0x80002ae4,2147494628,0x0,0.0
1472,0x80002ae8,2147494632,0x0,0.0
1472,0x80002aec,2147494636,0x0,0.0
1472,0x80002af0,2147494640,0x0,0.0
1472,0x80002af4,2147494644,0x0,0.0
1472,0x80002af8,2147494648,0x0,0.0
1472,0x80002afc,2147494652,0x0,0.0
1472,0x80002b00,2147494656,0x0,0.0
1472,0x80002b04,2147494660,0x0,0.0
1473,0x80002acc,2147494604,0x0,0.0
1473,0x80002ad0,2147494608,0x0,0.0
1473,0x80002ad4,2147494612,0x0,0.0
1473,0x80002ad8,2147494616,0x0,0.0
1473,0x80002adc,2147494620,0x0,0.0
1473,0x80002ae0,2147494624,0x0,0.0
1473,0x80002ae4,2147494628,0x0,0.0
1473,0x80002ae8,2147494632,0x0,0.0
1473,0x80002aec,2147494636,0x0,0.0
1473,0x80002af0,2147494640,0x0,0.0
1473,0x80002af4,2147494644,0x0,0.0
1473,0x80002af8,2147494648,0x0,0.0
1473,0x80002afc,2147494652,0x0,0.0
1473,0x80002b00,2147494656,0x0,0.0
1473,0x80002b04,2147494660,0x0,0.0
1473,0x80002b08,2147494664,0x0,0.0
1474,0x80002ad0,2147494608,0x0,0.0
1474,0x80002ad4,2147494612,0x0,0.0
1474,0x80002ad8,2147494616,0x0,0.0
1474,0x80002adc,2147494620,0x0,0.0
1474,0x80002ae0,2147494624,0x0,0.0
1474,0x80002ae4,2147494628,0x0,0.0
1474,0x80002ae8,2147494632,0x0,0.0
1474,0x80002aec,2147494636,0x0,0.0
1474,0x80002af0,2147494640,0x0,0.0
1474,0x80002af4,2147494644,0x0,0.0
1474,0x80002af8,2147494648,0x0,0.0
1474,0x80002afc,2147494652,0x0,0.0
1474,0x80002b00,2147494656,0x0,0.0
1474,0x80002b04,2147494660,0x0,0.0
1474,0x80002b08,2147494664,0x0,0.0
1474,0x80002b0c,2147494668,0x0,0.0
1475,0x80002ad4,2147494612,0x0,0.0
1475,0x80002ad8,2147494616,0x0,0.0
1475,0x80002adc,2147494620,0x0,0.0
1475,0x80002ae0,2147494624,0x0,0.0
1475,0x80002ae4,2147494628,0x0,0.0
1475,0x80002ae8,2147494632,0x0,0.0
1475,0x80002aec,2147494636,0x0,0.0
1475,0x80002af0,2147494640,0x0,0.0
1475,0x80002af4,2147494644,0x0,0.0
1475,0x80002af8,2147494648,0x0,0.0
1475,0x80002afc,2147494652,0x0,0.0
1475,0x80002b00,2147494656,0x0,0.0
1475,0x80002b04,2147494660,0x0,0.0
1475,0x80002b08,2147494664,0x0,0.0
1475,0x80002b0c,2147494668,0x0,0.0
1475,0x80002b10,2147494672,0x0,0.0
1476,0x80002ad8,2147494616,0x0,0.0
1476,0x80002adc,2147494620,0x0,0.0
1476,0x80002ae0,2147494624,0x0,0.0
1476,0x80002ae4,2147494628,0x0,0.0
1476,0x80002ae8,2147494632,0x0,0.0
1476,0x80002aec,2147494636,0x0,0.0
1476,0x80002af0,2147494640,0x0,0.0
1476,0x80002af4,2147494644,0x0,0.0
1476,0x80002af8,2147494648,0x0,0.0
1476,0x80002afc,2147494652,0x0,0.0
1476,0x80002b00,2147494656,0x0,0.0
1476,0x80002b04,2147494660,0x0,0.0
1476,0x80002b08,2147494664,0x0,0.0
1476,0x80002b0c,2147494668,0x0,0.0
1476,0x80002b10,2147494672,0x0,0.0
1476,0x80002b14,2147494676,0x0,0.0
1477,0x80002adc,2147494620,0x0,0.0
1477,0x80002ae0,2147494624,0x0,0.0
1477,0x80002ae4,2147494628,0x0,0.0
1477,0x80002ae8,2147494632,0x0,0.0
1477,0x80002aec,2147494636,0x0,0.0
1477,0x80002af0,2147494640,0x0,0.0
1477,0x80002af4,2147494644,0x0,0.0
1477,0x80002af8,2147494648,0x0,0.0
1477,0x80002afc,2147494652,0x0,0.0
1477,0x80002b00,2147494656,0x0,0.0
1477,0x80002b04,2147494660,0x0,0.0
1477,0x80002b08,2147494664,0x0,0.0
1477,0x80002b0c,2147494668,0x0,0.0
1477,0x80002b10,2147494672,0x0,0.0
1477,0x80002b14,2147494676,0x0,0.0
1477,0x80002b18,2147494680,0x0,0.0
1478,0x80002ae0,2147494624,0x0,0.0
1478,0x80002ae4,2147494628,0x0,0.0
1478,0x80002ae8,2147494632,0x0,0.0
1478,0x80002aec,2147494636,0x0,0.0
1478,0x80002af0,2147494640,0x0,0.0
1478,0x80002af4,2147494644,0x0,0.0
1478,0x80002af8,2147494648,0x0,0.0
1478,0x80002afc,2147494652,0x0,0.0
1478,0x80002b00,2147494656,0x0,0.0
1478,0x80002b04,2147494660,0x0,0.0
1478,0x80002b08,2147494664,0x0,0.0
1478,0x80002b0c,2147494668,0x0,0.0
1478,0x80002b10,2147494672,0x0,0.0
1478,0x80002b14,2147494676,0x0,0.0
1478,0x80002b18,2147494680,0x0,0.0
1478,0x80002b1c,2147494684,0x0,0.0
1479,0x80002ae4,2147494628,0x0,0.0
1479,0x80002ae8,2147494632,0x0,0.0
1479,0x80002aec,2147494636,0x0,0.0
1479,0x80002af0,2147494640,0x0,0.0
1479,0x80002af4,2147494644,0x0,0.0
1479,0x80002af8,2147494648,0x0,0.0
1479,0x80002afc,2147494652,0x0,0.0
1479,0x80002b00,2147494656,0x0,0.0
1479,0x80002b04,2147494660,0x0,0.0
1479,0x80002b08,2147494664,0x0,0.0
1479,0x80002b0c,2147494668,0x0,0.0
1479,0x80002b10,2147494672,0x0,0.0
1479,0x80002b14,2147494676,0x0,0.0
1479,0x80002b18,2147494680,0x0,0.0
1479,0x80002b1c,2147494684,0x0,0.0
1479,0x80002b20,2147494688,0x0,0.0
1480,0x80002ae8,2147494632,0x0,0.0
1480,0x80002aec,2147494636,0x0,0.0
1480,0x80002af0,2147494640,0x0,0.0
1480,0x80002af4,2147494644,0x0,0.0
1480,0x80002af8,2147494648,0x0,0.0
1480,0x80002afc,2147494652,0x0,0.0
1480,0x80002b00,2147494656,0x0,0.0
1480,0x80002b04,2147494660,0x0,0.0
1480,0x80002b08,2147494664,0x0,0.0
1480,0x80002b0c,2147494668,0x0,0.0
1480,0x80002b10,2147494672,0x0,0.0
1480,0x80002b14,2147494676,0x0,0.0
1480,0x80002b18,2147494680,0x0,0.0
1480,0x80002b1c,2147494684,0x0,0.0
1480,0x80002b20,2147494688,0x0,0.0
1480,0x80002b24,2147494692,0x0,0.0
1481,0x80002aec,2147494636,0x0,0.0
1481,0x80002af0,2147494640,0x0,0.0
1481,0x80002af4,2147494644,0x0,0.0
1481,0x80002af8,2147494648,0x0,0.0
1481,0x80002afc,2147494652,0x0,0.0
1481,0x80002b00,2147494656,0x0,0.0
1481,0x80002b04,2147494660,0x0,0.0
1481,0x80002b08,2147494664,0x0,0.0
1481,0x80002b0c,2147494668,0x0,0.0
1481,0x80002b10,2147494672,0x0,0.0
1481,0x80002b14,2147494676,0x0,0.0
1481,0x80002b18,2147494680,0x0,0.0
1481,0x80002b1c,2147494684,0x0,0.0
1481,0x80002b20,2147494688,0x0,0.0
1481,0x80002b24,2147494692,0x0,0.0
1481,0x80002b28,2147494696,0x0,0.0
1482,0x80002af0,2147494640,0x0,0.0
1482,0x80002af4,2147494644,0x0,0.0
1482,0x80002af8,2147494648,0x0,0.0
1482,0x80002afc,2147494652,0x0,0.0
1482,0x80002b00,2147494656,0x0,0.0
1482,0x80002b04,2147494660,0x0,0.0
1482,0x80002b08,2147494664,0x0,0.0
1482,0x80002b0c,2147494668,0x0,0.0
1482,0x80002b10,2147494672,0x0,0.0
1482,0x80002b14,2147494676,0x0,0.0
1482,0x80002b18,2147494680,0x0,0.0
1482,0x80002b1c,2147494684,0x0,0.0
1482,0x80002b20,2147494688,0x0,0.0
1482,0x80002b24,2147494692,0x0,0.0
1482,0x80002b28,2147494696,0x0,0.0
1482,0x80002b2c,2147494700,0x0,0.0
1483,0x80002af4,2147494644,0x0,0.0
1483,0x80002af8,2147494648,0x0,0.0
1483,0x80002afc,2147494652,0x0,0.0
1483,0x80002b00,2147494656,0x0,0.0
1483,0x80002b04,2147494660,0x0,0.0
1483,0x80002b08,2147494664,0x0,0.0
1483,0x80002b0c,2147494668,0x0,0.0
1483,0x80002b10,2147494672,0x0,0.0
1483,0x80002b14,2147494676,0x0,0.0
1483,0x80002b18,2147494680,0x0,0.0
1483,0x80002b1c,2147494684,0x0,0.0
1483,0x80002b20,2147494688,0x0,0.0
1483,0x80002b24,2147494692,0x0,0.0
1483,0x80002b28,2147494696,0x0,0.0
1483,0x80002b2c,2147494700,0x0,0.0
1483,0x80002b30,2147494704,0x0,0.0
1484,0x80002af8,2147494648,0x0,0.0
1484,0x80002afc,2147494652,0x0,0.0
1484,0x80002b00,2147494656,0x0,0.0
1484,0x80002b04,2147494660,0x0,0.0
1484,0x80002b08,2147494664,0x0,0.0
1484,0x80002b0c,2147494668,0x0,0.0
1484,0x80002b10,2147494672,0x0,0.0
1484,0x80002b14,2147494676,0x0,0.0
1484,0x80002b18,2147494680,0x0,0.0
1484,0x80002b1c,2147494684,0x0,0.0
1484,0x80002b20,2147494688,0x0,0.0
1484,0x80002b24,2147494692,0x0,0.0
1484,0x80002b28,2147494696,0x0,0.0
1484,0x80002b2c,2147494700,0x0,0.0
1484,0x80002b30,2147494704,0x0,0.0
1484,0x80002b34,2147494708,0x0,0.0
1485,0x80002afc,2147494652,0x0,0.0
1485,0x80002b00,2147494656,0x0,0.0
1485,0x80002b04,2147494660,0x0,0.0
1485,0x80002b08,2147494664,0x0,0.0
1485,0x80002b0c,2147494668,0x0,0.0
1485,0x80002b10,2147494672,0x0,0.0
1485,0x80002b14,2147494676,0x0,0.0
1485,0x80002b18,2147494680,0x0,0.0
1485,0x80002b1c,2147494684,0x0,0.0
1485,0x80002b20,2147494688,0x0,0.0
1485,0x80002b24,2147494692,0x0,0.0
1485,0x80002b28,2147494696,0x0,0.0
1485,0x80002b2c,2147494700,0x0,0.0
1485,0x80002b30,2147494704,0x0,0.0
1485,0x80002b34,2147494708,0x0,0.0
1485,0x80002b38,2147494712,0x0,0.0
1486,0x80002b00,2147494656,0x0,0.0
1486,0x80002b04,2147494660,0x0,0.0
1486,0x80002b08,2147494664,0x0,0.0
1486,0x80002b0c,2147494668,0x0,0.0
1486,0x80002b10,2147494672,0x0,0.0
1486,0x80002b14,2147494676,0x0,0.0
1486,0x80002b18,2147494680,0x0,0.0
1486,0x80002b1c,2147494684,0x0,0.0
1486,0x80002b20,2147494688,0x0,0.0
1486,0x80002b24,2147494692,0x0,0.0
1486,0x80002b28,2147494696,0x0,0.0
1486,0x80002b2c,2147494700,0x0,0.0
1486,0x80002b30,2147494704,0x0,0.0
1486,0x80002b34,2147494708,0x0,0.0
1486,0x80002b38,2147494712,0x0,0.0
1486,0x80002b3c,2147494716,0x0,0.0
1487,0x80002b04,2147494660,0x0,0.0
1487,0x80002b08,2147494664,0x0,0.0
1487,0x80002b0c,2147494668,0x0,0.0
1487,0x80002b10,2147494672,0x0,0.0
1487,0x80002b14,2147494676,0x0,0.0
1487,0x80002b18,2147494680,0x0,0.0
1487,0x80002b1c,2147494684,0x0,0.0
1487,0x80002b20,2147494688,0x0,0.0
1487,0x80002b24,2147494692,0x0,0.0
1487,0x80002b28,2147494696,0x0,0.0
1487,0x80002b2c,2147494700,0x0,0.0
1487,0x80002b30,2147494704,0x0,0.0
1487,0x80002b34,2147494708,0x0,0.0
1487,0x80002b38,2147494712,0x0,0.0
1487,0x80002b3c,2147494716,0x0,0.0
1487,0x80002b40,2147494720,0x0,0.0
1488,0x80002b08,2147494664,0x0,0.0
1488,0x80002b0c,2147494668,0x0,0.0
1488,0x80002b10,2147494672,0x0,0.0
1488,0x80002b14,2147494676,0x0,0.0
1488,0x80002b18,2147494680,0x0,0.0
1488,0x80002b1c,2147494684,0x0,0.0
1488,0x80002b20,2147494688,0x0,0.0
1488,0x80002b24,2147494692,0x0,0.0
1488,0x80002b28,2147494696,0x0,0.0
1488,0x80002b2c,2147494700,0x0,0.0
1488,0x80002b30,2147494704,0x0,0.0
1488,0x80002b34,2147494708,0x0,0.0
1488,0x80002b38,2147494712,0x0,0.0
1488,0x80002b3c,2147494716,0x0,0.0
1488,0x80002b40,2147494720,0x0,0.0
1488,0x80002b44,2147494724,0x0,0.0
1489,0x80002b0c,2147494668,0x0,0.0
1489,0x80002b10,2147494672,0x0,0.0
1489,0x80002b14,2147494676,0x0,0.0
1489,0x80002b18,2147494680,0x0,0.0
1489,0x80002b1c,2147494684,0x0,0.0
1489,0x80002b20,2147494688,0x0,0.0
1489,0x80002b24,2147494692,0x0,0.0
1489,0x80002b28,2147494696,0x0,0.0
1489,0x80002b2c,2147494700,0x0,0.0
1489,0x80002b30,2147494704,0x0,0.0
1489,0x80002b34,2147494708,0x0,0.0
1489,0x80002b38,2147494712,0x0,0.0
1489,0x80002b3c,2147494716,0x0,0.0
