timestamp_utc,gui_frame,slot,team,fighter_base,char_id,character_name,point_before,point_after,event_kind,max_hp_before,max_hp_after,current_before,current_after,current_delta,aux_before,aux_after,aux_delta,red_before,red_after,red_delta,damage_observed,aux_loss_observed,red_generated_observed,predicted_aux_loss,predicted_red_generated,prediction_difference,prediction_match,prediction_confidence,predicted_reserve_step,pending_current_delta,pending_aux_delta,heal_sync_mode,baroque_before,baroque_after,red_spent_before,red_spent_after,attacker_slot,attacker_char_id,attacker_name,attacker_action_id,attacker_action_name,attacker_action_frame,attack_base_damage,attack_property_a,attack_property_b,notes
2026-07-25T19:26:40Z,1720,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,ceiling_loss,48000,48000,43200,43200,0,48000,43700,-4300,4800,500,-4300,0,4300,0,,,,,none,4,0,0,0,False,True,4800,4800,,,,,,,,,,
2026-07-25T19:26:40Z,1720,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,36773,34674,-2099,39666,38407,-1259,2893,3733,840,2099,1259,840,1259,840,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:41Z,1723,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,baroque_status_change,48000,48000,43200,43200,0,43700,43700,0,500,500,0,0,0,0,,,,,none,4,0,0,0,True,False,4800,4800,,,,,,,,,,
2026-07-25T19:26:41Z,1724,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,recoverable_ceiling_gain,48000,48000,43200,43200,0,43700,48000,4300,500,4800,4300,0,0,4300,,,,,none,4,0,0,0,False,False,4800,4800,,,,,,,,,,
2026-07-25T19:26:41Z,1724,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,34674,33074,-1600,38407,37447,-960,3733,4373,640,1600,960,640,960,640,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:41Z,1726,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,33074,31464,-1610,37447,36481,-966,4373,5017,644,1610,966,644,966,644,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:41Z,1729,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,31464,29936,-1528,36481,35565,-916,5017,5629,612,1528,916,612,916,612,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:42Z,1730,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,29936,28491,-1445,35565,34698,-867,5629,6207,578,1445,867,578,867,578,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:43Z,1742,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,28491,27691,-800,34698,34218,-480,6207,6527,320,800,480,320,480,320,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:44Z,1743,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,27691,26323,-1368,34218,33398,-820,6527,7075,548,1368,820,548,820,548,0,True,medium,4,-1224,-734,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:44Z,1744,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,26323,25099,-1224,33398,32664,-734,7075,7565,490,1224,734,490,734,490,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:44Z,1746,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,25099,22991,-2108,32664,31400,-1264,7565,8409,844,2108,1264,844,1264,844,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:45Z,1749,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,22991,21264,-1727,31400,30364,-1036,8409,9100,691,1727,1036,691,1036,691,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:45Z,1752,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,21264,19165,-2099,30364,29105,-1259,9100,9940,840,2099,1259,840,1259,840,0,True,high,4,0,0,0,False,False,0,0,P1-C1,12,Ryu,368,Shin Sho,0,100,0x00000009,0x00000040,
2026-07-25T19:26:47Z,1762,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,19165,15474,-3691,29105,26891,-2214,9940,11417,1477,3691,2214,1477,2214,1477,0,True,medium,4,0,0,0,False,False,0,0,P1-C1,12,Ryu,368,Shin Sho,0,100,0x00000009,0x00000040,
2026-07-25T19:26:48Z,1769,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,15474,12595,-2879,26891,25164,-1727,11417,12569,1152,2879,1727,1152,1727,1152,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:49Z,1776,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,12595,9076,-3519,25164,23053,-2111,12569,13977,1408,3519,2111,1408,2111,1408,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:52Z,1805,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,9076,8789,-287,23053,22881,-172,13977,14092,115,287,172,115,172,115,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:53Z,1806,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,8789,8273,-516,22881,22572,-309,14092,14299,207,516,309,207,309,207,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:53Z,1807,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,8273,7435,-838,22572,22070,-502,14299,14635,336,838,502,336,502,336,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:53Z,1809,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,7435,6719,-716,22070,21641,-429,14635,14922,287,716,429,287,429,287,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:54Z,1810,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,6719,6072,-647,21641,21253,-388,14922,15181,259,647,388,259,388,259,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:54Z,1812,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,6072,5589,-483,21253,20964,-289,15181,15375,194,483,289,194,289,194,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:55Z,1815,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,5589,5105,-484,20964,20674,-290,15375,15569,194,484,290,194,290,194,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:55Z,1816,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,5105,4681,-424,20674,20420,-254,15569,15739,170,424,254,170,254,170,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:55Z,1820,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,baroque_status_change,48000,48000,43200,43200,0,48000,48000,0,4800,4800,0,0,0,0,,,,,none,4,0,0,0,False,True,4800,4800,,,,,,,,,,
2026-07-25T19:26:55Z,1820,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,4681,4257,-424,20420,20166,-254,15739,15909,170,424,254,170,254,170,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:55Z,1821,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,baroque_consume,48000,48000,43200,43200,0,48000,43200,-4800,4800,0,-4800,0,4800,0,,-4800,0,True,high,4,0,0,0,True,True,4800,4800,,,,,,,,,,
2026-07-25T19:26:56Z,1822,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,4257,4051,-206,20166,20043,-123,15909,15992,83,206,123,83,123,83,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:56Z,1824,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,4051,3846,-205,20043,19920,-123,15992,16074,82,205,123,82,123,82,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:56Z,1825,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,3846,3478,-368,19920,19700,-220,16074,16222,148,368,220,148,220,148,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:57Z,1827,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,3478,3136,-342,19700,19495,-205,16222,16359,137,342,205,137,205,137,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:57Z,1829,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,3136,2512,-624,19495,19121,-374,16359,16609,250,624,374,250,374,250,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:57Z,1830,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,2512,1903,-609,19121,18756,-365,16609,16853,244,609,365,244,365,244,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:58Z,1833,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,1903,1353,-550,18756,18426,-330,16853,17073,220,550,330,220,330,220,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:59Z,1835,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,1353,942,-411,18426,18180,-246,17073,17238,165,411,246,165,246,165,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:59Z,1837,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,942,530,-412,18180,17933,-247,17238,17403,165,412,247,165,247,165,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:59Z,1839,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,530,117,-413,17933,17686,-247,17403,17569,166,413,247,166,247,166,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:26:59Z,1841,P1-C2,P1,0x92B6BA00,13,Chun-Li,False,True,point_status_change,46000,46000,46000,46000,0,46000,46000,0,0,0,0,0,0,0,,,,,none,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:00Z,1842,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,117,1,-116,17686,17439,-247,17569,17438,-131,116,247,0,69,47,-47,False,medium,4,0,0,0,False,False,0,0,,,,,,,,,,difference can indicate multiple native damage requests between GUI samples
2026-07-25T19:27:00Z,1843,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,ceiling_loss,44000,44000,1,1,0,17439,17283,-156,17438,17282,-156,0,156,0,,,,,none,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:00Z,1845,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,ceiling_loss,44000,44000,1,1,0,17283,17124,-159,17282,17123,-159,0,159,0,,,,,none,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:00Z,1846,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,ceiling_loss,44000,44000,1,1,0,17124,16962,-162,17123,16961,-162,0,162,0,,,,,none,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:01Z,1848,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,baroque_status_change,48000,48000,43200,43200,0,43200,43200,0,0,0,0,0,0,0,,,,,none,4,0,0,0,True,False,4800,4800,,,,,,,,,,
2026-07-25T19:27:01Z,1849,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,recoverable_ceiling_gain,48000,48000,43200,43200,0,43200,48000,4800,0,4800,4800,0,0,4800,,,,,none,4,0,0,0,False,False,4800,4800,,,,,,,,,,
2026-07-25T19:27:02Z,1852,P1-C2,P1,0x92B6BA00,13,Chun-Li,True,False,point_status_change,46000,46000,46000,46000,0,46000,46000,0,0,0,0,0,0,0,,,,,none,4,4,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:02Z,1852,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,recoverable_heal,44000,44000,1,1001,1000,16962,16962,0,16961,15961,-1000,0,0,0,,,,,none,4,500,0,1,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:02Z,1853,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,recoverable_heal,44000,44000,1001,8501,7500,16962,16962,0,15961,8461,-7500,0,0,0,,,,,none,4,500,0,1,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:02Z,1854,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,recoverable_heal,44000,44000,8501,16001,7500,16962,16962,0,8461,961,-7500,0,0,0,,,,,none,4,500,0,1,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:03Z,1855,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,mixed_heal,44000,44000,16001,24001,8000,16962,24001,7039,961,0,-961,0,0,0,,,,,none,4,500,0,1,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:03Z,1856,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,current_and_ceiling_heal,44000,44000,24001,26501,2500,24001,26501,2500,0,0,0,0,0,0,,,,,none,4,500,0,1,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:03Z,1857,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,current_and_ceiling_heal,44000,44000,26501,30501,4000,26501,30501,4000,0,0,0,0,0,0,,,,,none,4,500,0,1,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:03Z,1858,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,current_and_ceiling_heal,44000,44000,30501,34001,3500,30501,34001,3500,0,0,0,0,0,0,,,,,none,4,500,0,1,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:03Z,1859,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,current_and_ceiling_heal,44000,44000,34001,37001,3000,34001,37001,3000,0,0,0,0,0,0,,,,,none,4,500,0,1,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:03Z,1860,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,current_and_ceiling_heal,44000,44000,37001,40001,3000,37001,40001,3000,0,0,0,0,0,0,,,,,none,4,500,0,1,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:03Z,1861,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,full_health_reset,44000,44000,40001,44000,3999,40001,44000,3999,0,0,0,0,0,0,,,,,none,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:06Z,1881,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,44000,43200,-800,44000,43520,-480,0,320,320,800,480,320,480,320,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:06Z,1882,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,43200,41832,-1368,43520,42700,-820,320,868,548,1368,820,548,820,548,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:06Z,1883,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,41832,40608,-1224,42700,41966,-734,868,1358,490,1224,734,490,734,490,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:07Z,1886,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,40608,38500,-2108,41966,40702,-1264,1358,2202,844,2108,1264,844,1264,844,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:07Z,1888,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,38500,36773,-1727,40702,39666,-1036,2202,2893,691,1727,1036,691,1036,691,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:08Z,1894,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,36773,35973,-800,39666,39186,-480,2893,3213,320,800,480,320,480,320,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:08Z,1895,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,35973,34605,-1368,39186,38366,-820,3213,3761,548,1368,820,548,820,548,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:08Z,1896,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,34605,33381,-1224,38366,37632,-734,3761,4251,490,1224,734,490,734,490,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:09Z,1898,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,33381,31273,-2108,37632,36368,-1264,4251,5095,844,2108,1264,844,1264,844,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:09Z,1900,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,31273,29546,-1727,36368,35332,-1036,5095,5786,691,1727,1036,691,1036,691,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:10Z,1903,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,ceiling_loss,48000,48000,43200,43200,0,48000,43700,-4300,4800,500,-4300,0,4300,0,,,,,none,4,0,0,0,False,True,4800,4800,,,,,,,,,,
2026-07-25T19:27:10Z,1903,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,29546,27447,-2099,35332,34073,-1259,5786,6626,840,2099,1259,840,1259,840,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:11Z,1908,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,27447,24328,-3119,34073,32202,-1871,6626,7874,1248,3119,1871,1248,1871,1248,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:11Z,1912,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,24328,22844,-1484,32202,31312,-890,7874,8468,594,1484,890,594,890,594,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:12Z,1913,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,22844,21441,-1403,31312,30471,-841,8468,9030,562,1403,841,562,841,562,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:13Z,1918,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,recoverable_ceiling_gain,48000,48000,43200,43200,0,43700,48000,4300,500,4800,4300,0,0,4300,,,,,none,4,0,0,0,True,False,4800,4800,,,,,,,,,,
2026-07-25T19:27:13Z,1923,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,21441,20641,-800,30471,29991,-480,9030,9350,320,800,480,320,480,320,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:14Z,1924,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,20641,19273,-1368,29991,29171,-820,9350,9898,548,1368,820,548,820,548,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:14Z,1925,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,19273,18049,-1224,29171,28437,-734,9898,10388,490,1224,734,490,734,490,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:14Z,1926,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,18049,15941,-2108,28437,27173,-1264,10388,11232,844,2108,1264,844,1264,844,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:15Z,1928,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,15941,14214,-1727,27173,26137,-1036,11232,11923,691,1727,1036,691,1036,691,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:15Z,1930,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,baroque_status_change,48000,48000,43200,43200,0,48000,48000,0,4800,4800,0,0,0,0,,,,,none,4,0,0,0,False,True,4800,4800,,,,,,,,,,
2026-07-25T19:27:15Z,1931,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,ceiling_loss,48000,48000,43200,43200,0,48000,43700,-4300,4800,500,-4300,0,4300,0,,,,,none,4,0,0,0,True,True,4800,4800,,,,,,,,,,
2026-07-25T19:27:15Z,1931,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,14214,12115,-2099,26137,24878,-1259,11923,12763,840,2099,1259,840,1259,840,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:16Z,1935,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,recoverable_ceiling_gain,48000,48000,43200,43200,0,43700,48000,4300,500,4800,4300,0,0,4300,,,,,none,4,0,0,0,True,False,4800,4800,,,,,,,,,,
2026-07-25T19:27:17Z,1940,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,recoverable_heal,44000,44000,12115,12615,500,24878,24878,0,12763,12263,-500,0,0,0,,,,,none,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:17Z,1941,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,unknown_health_transition,44000,44000,12615,14015,1400,24878,23918,-960,12263,9903,-2360,0,960,0,,,,,none,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:17Z,1944,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,baroque_consume,48000,48000,43200,43200,0,48000,43200,-4800,4800,0,-4800,0,4800,0,,-4800,0,True,high,4,0,0,0,False,True,4800,4800,,,,,,,,,,
2026-07-25T19:27:17Z,1944,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,14015,12405,-1610,23918,22952,-966,9903,10547,644,1610,966,644,966,644,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:18Z,1952,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,recoverable_ceiling_gain,48000,48000,43200,43200,0,43200,48000,4800,0,4800,4800,0,0,4800,,,,,none,4,0,0,0,True,False,4800,4800,,,,,,,,,,
2026-07-25T19:27:19Z,1959,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,12405,10725,-1680,22952,21944,-1008,10547,11219,672,1680,1008,672,1008,672,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:20Z,1960,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,10725,9449,-1276,21944,21179,-765,11219,11730,511,1276,765,511,765,511,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:20Z,1964,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,9449,8240,-1209,21179,20454,-725,11730,12214,484,1209,725,484,725,484,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:20Z,1966,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,8240,7098,-1142,20454,19769,-685,12214,12671,457,1142,685,457,685,457,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:21Z,1972,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,7098,5818,-1280,19769,19001,-768,12671,13183,512,1280,768,512,768,512,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:22Z,1976,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,baroque_consume,48000,48000,43200,43200,0,48000,43200,-4800,4800,0,-4800,0,4800,0,,-4800,0,True,high,4,0,0,0,False,True,4800,4800,,,,,,,,,,
2026-07-25T19:27:22Z,1976,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,normal_damage_red_generation,44000,44000,5818,4530,-1288,19001,18229,-772,13183,13699,516,1288,772,516,772,516,0,True,medium,4,0,0,0,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:23Z,1985,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,recoverable_ceiling_gain,48000,48000,43200,43200,0,43200,48000,4800,0,4800,4800,0,0,4800,,,,,none,4,0,0,0,True,False,4800,4800,,,,,,,,,,
2026-07-25T19:27:23Z,1986,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,baroque_consume,48000,48000,43200,43200,0,48000,43200,-4800,4800,0,-4800,0,4800,0,,-4800,0,True,high,4,0,0,0,False,True,4800,4800,,,,,,,,,,
2026-07-25T19:27:24Z,1992,P1-C1,P1,0x9246B9C0,12,Ryu,True,True,recoverable_ceiling_gain,48000,48000,43200,43200,0,43200,48000,4800,0,4800,4800,0,0,4800,,,,,none,4,0,0,0,True,False,4800,4800,,,,,,,,,,
2026-07-25T19:27:24Z,1997,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,recoverable_heal,44000,44000,4530,5530,1000,18229,18229,0,13699,12699,-1000,0,0,0,,,,,none,4,500,0,1,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:24Z,1998,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,recoverable_heal,44000,44000,5530,8030,2500,18229,18229,0,12699,10199,-2500,0,0,0,,,,,none,4,500,0,1,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:25Z,1999,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,recoverable_heal,44000,44000,8030,17030,9000,18229,18229,0,10199,1199,-9000,0,0,0,,,,,none,4,500,0,1,False,False,0,0,,,,,,,,,,
2026-07-25T19:27:25Z,2000,P2-C1,P2,0x927EB9E0,1,Ken the Eagle,True,True,mixed_heal,44000,44000,17030,20030,3000,18229,20030,1801,1199,0,-1199,0,0,0,,,,,none,4,500,0,1,False,False,0,0,,,,,,,,,,
