t,victim_label,victim_char,dmg,hp_before,hp_after,team_guess,attacker_label,attacker_char,attacker_id_dec,attacker_id_hex,attacker_move,dist2,victim_ptr_hex
1760733007.683453,P1-C1,Ryu,252,14018,13766,,,,,,,-1.0,0x9246B9C0
1760733007.788901,P1-C1,Ryu,252,13766,13514,,,,,,,-1.0,0x9246B9C0
1760733007.894940,P1-C1,Ryu,504,13514,13010,,,,,,,-1.0,0x9246B9C0
1760733008.007240,P1-C1,Ryu,252,13010,12758,,,,,,,-1.0,0x9246B9C0
1760733008.110220,P1-C1,Ryu,252,12758,12506,,,,,,,-1.0,0x9246B9C0
1760733008.209511,P1-C1,Ryu,504,12506,12002,,,,,,,-1.0,0x9246B9C0
1760733008.304622,P1-C1,Ryu,252,12002,11750,,,,,,,-1.0,0x9246B9C0
1760733008.405110,P1-C1,Ryu,291,11750,11459,,,,,,,-1.0,0x9246B9C0
1760733010.041693,P1-C1,Ryu,1980,16459,14479,,P2-C1,Ryu,258,0x102,,0.0030060813010095444,0x9246B9C0
1760733010.693083,P1-C1,Ryu,720,14479,13759,,P2-C1,Ryu,259,0x103,,0.2535312183547518,0x9246B9C0
1760733010.927038,P1-C1,Ryu,1368,13759,12391,,P2-C1,Ryu,257,0x101,,0.027226641588214306,0x9246B9C0
1760733011.231661,P1-C1,Ryu,1224,12391,11167,,P2-C1,Ryu,260,0x104,,0.4969497612342053,0x9246B9C0
1760733011.613892,P1-C1,Ryu,1686,11167,9481,P2,P2-C1,Ryu,258,0x102,,0.0035942161921411753,0x9246B9C0
1760733012.020343,P1-C1,Ryu,1535,9481,7946,P2,P2-C1,Ryu,261,0x105,,0.377506878533552,0x9246B9C0
1760733012.499053,P1-C1,Ryu,1330,7946,6616,,,,,,,-1.0,0x9246B9C0
1760733012.993191,P1-C1,Ryu,1449,6616,5167,,,,,,,-1.0,0x9246B9C0
1760733014.614099,P1-C1,Ryu,326,5167,4841,,,,,,,-1.0,0x9246B9C0
1760733014.865963,P1-C1,Ryu,301,4841,4540,,,,,,,-1.0,0x9246B9C0
1760733014.960169,P1-C1,Ryu,276,4540,4264,,,,,,,-1.0,0x9246B9C0
1760733015.055640,P1-C1,Ryu,251,4264,4013,,,,,,,-1.0,0x9246B9C0
1760733015.192951,P1-C1,Ryu,200,4013,3587,,,,,,,-1.0,0x9246B9C0
1760733015.289313,P1-C1,Ryu,176,3587,3411,,,,,,,-1.0,0x9246B9C0
1760733015.383038,P1-C1,Ryu,176,3411,3235,,,,,,,-1.0,0x9246B9C0
1760733015.479561,P1-C1,Ryu,176,3235,3059,,,,,,,-1.0,0x9246B9C0
1760733015.573848,P1-C1,Ryu,176,3059,2883,,,,,,,-1.0,0x9246B9C0
1760733015.668719,P1-C1,Ryu,176,2883,2707,,,,,,,-1.0,0x9246B9C0
1760733015.764272,P1-C1,Ryu,176,2707,2531,,,,,,,-1.0,0x9246B9C0
1760733015.859198,P1-C1,Ryu,352,2531,2179,,,,,,,-1.0,0x9246B9C0
1760733015.954668,P1-C1,Ryu,176,2179,2003,,,,,,,-1.0,0x9246B9C0
1760733016.050092,P1-C1,Ryu,176,2003,1827,,,,,,,-1.0,0x9246B9C0
1760733016.146505,P1-C1,Ryu,176,1827,1651,,,,,,,-1.0,0x9246B9C0
1760733016.240771,P1-C1,Ryu,254,1651,1397,,,,,,,-1.0,0x9246B9C0
1760733017.259201,P1-C1,Ryu,1792,1397,1,,,,,,,-1.0,0x9246B9C0
1760733017.659244,P1-C1,Ryu,532,1,1,,P2-C1,Ryu,256,0x100,,0.001232929527361648,0x9246B9C0
1760733017.844851,P1-C1,Ryu,453,1,1,,P2-C1,Ryu,259,0x103,,0.24710129461722374,0x9246B9C0
1760733018.082584,P1-C1,Ryu,856,1,1,,P2-C1,Ryu,257,0x101,,0.02071737713846744,0x9246B9C0
1760733018.389825,P1-C1,Ryu,760,1,1,,P2-C1,Ryu,264,0x108,,0.4969497612342053,0x9246B9C0
1760733018.694487,P1-C1,Ryu,1259,1,1,,P2-C1,Ryu,264,0x108,,0.04462377025680553,0x9246B9C0
1760733019.071845,P1-C1,Ryu,554,1,1,,,,,,,-1.0,0x9246B9C0
1760733019.302137,P1-C1,Ryu,595,1,1,,,,,,,-1.0,0x9246B9C0
1760733019.539902,P1-C1,Ryu,571,1,1,,,,,,,-1.0,0x9246B9C0
1760733019.822218,P1-C1,Ryu,584,1,1,,,,,,,-1.0,0x9246B9C0
1760733020.201664,P1-C1,Ryu,472,1,1,,,,,,,-1.0,0x9246B9C0
1760733020.580447,P1-C1,Ryu,1103,1,1,,,,,,,-1.0,0x9246B9C0
1760733022.179870,P1-C1,Ryu,200,1,1,,,,,,,-1.0,0x9246B9C0
1760733022.425414,P1-C1,Ryu,176,1,1,,,,,,,-1.0,0x9246B9C0
1760733023.759198,P1-C1,Ryu,254,1,1,,,,,,,-1.0,0x9246B9C0
1760733025.273670,P1-C1,Ryu,60,1001,1441,P2,P2-C1,Ryu,256,0x100,,0.00019439275098420694,0x9246B9C0
1760733025.486319,P1-C1,Ryu,478,1441,963,,P2-C1,Ryu,259,0x103,,0.24710129461722374,0x9246B9C0
1760733025.723701,P1-C1,Ryu,907,963,56,,P2-C1,Ryu,257,0x101,,0.02071737713846744,0x9246B9C0
1760733026.035834,P1-C1,Ryu,809,56,1,,P2-C1,Ryu,264,0x108,,0.4969497612342053,0x9246B9C0
1760733026.340152,P1-C1,Ryu,1343,1,1,,P2-C1,Ryu,264,0x108,,0.11057225127893844,0x9246B9C0
1760733026.695497,P1-C1,Ryu,594,1,1,P2,,,,,,-1.0,0x9246B9C0
1760733026.939083,P1-C1,Ryu,641,1,1,,,,,,,-1.0,0x9246B9C0
1760733027.175637,P1-C1,Ryu,618,1,1,P2,,,,,,-1.0,0x9246B9C0
1760733027.454639,P1-C1,Ryu,637,1,1,,,,,,,-1.0,0x9246B9C0
1760733027.824733,P1-C1,Ryu,520,1,1,P2,,,,,,-1.0,0x9246B9C0
1760733028.247159,P1-C1,Ryu,1226,1,1,,,,,,,-1.0,0x9246B9C0
1760733029.835328,P1-C1,Ryu,226,1,1,,,,,,,-1.0,0x9246B9C0
1760733030.069665,P1-C1,Ryu,200,1,1,,,,,,,-1.0,0x9246B9C0
1760733030.176344,P1-C1,Ryu,176,1,1,,,,,,,-1.0,0x9246B9C0
1760733031.410313,P1-C1,Ryu,254,1,1,,,,,,,-1.0,0x9246B9C0
1760733032.691150,P1-C1,Ryu,1792,1,1,,P2-C1,Ryu,30,0x1e,,0.15045530830151677,0x9246B9C0
1760733033.131466,P1-C1,Ryu,532,1,1,,P2-C1,Ryu,256,0x100,,0.0003176671461915248,0x9246B9C0
1760733033.321102,P1-C1,Ryu,453,1,1,P2,P2-C1,Ryu,259,0x103,,0.246884576082266,0x9246B9C0
1760733033.550875,P1-C1,Ryu,856,1,1,P2,P2-C1,Ryu,257,0x101,,0.07942892884115338,0x9246B9C0
1760733033.854324,P1-C1,Ryu,760,1,1,P2,P2-C1,Ryu,260,0x104,,0.4328733184007092,0x9246B9C0
1760733034.269171,P1-C1,Ryu,1301,1,1,,P2-C1,Ryu,258,0x102,,0.002655672990158564,0x9246B9C0
1760733034.657131,P1-C1,Ryu,1175,1,1,,P2-C2,Ken the Eagle,426,0x1aa,,0.01398907118579018,0x9246B9C0
1760733034.752093,P1-C1,Ryu,467,1,1,P2,P2-C1,Ryu,262,0x106,,27.492004467076413,0x9246B9C0
1760733035.136171,P1-C1,Ryu,965,1,1,,,,,,,-1.0,0x9246B9C0
1760733035.620068,P1-C1,Ryu,1003,1,1,,,,,,,-1.0,0x9246B9C0
1760733036.890757,P1-C1,Ryu,1792,1,1,,,,,,,-1.0,0x9246B9C0
1760733037.318246,P1-C1,Ryu,478,1,1,P2,P2-C1,Ryu,259,0x103,,0.24955983995761244,0x9246B9C0
1760733037.551051,P1-C1,Ryu,907,1,1,,P2-C1,Ryu,257,0x101,,0.02071737713846744,0x9246B9C0
1760733037.856944,P1-C1,Ryu,809,1,1,,P2-C1,Ryu,260,0x104,,0.4969497612342053,0x9246B9C0
1760733038.245165,P1-C1,Ryu,1388,1,1,,P2-C1,Ryu,258,0x102,,0.0035942161921411753,0x9246B9C0
1760733038.662910,P1-C1,Ryu,1259,1,1,,P2-C1,Ryu,261,0x105,,25.814941076765763,0x9246B9C0
1760733039.108799,P1-C1,Ryu,1086,1,1,P2,,,,,,-1.0,0x9246B9C0
1760733039.417412,P1-C1,Ryu,1178,1,1,,,,,,,-1.0,0x9246B9C0
1760733041.005316,P1-C1,Ryu,672,1,1,P2,,,,,,-1.0,0x9246B9C0
1760733041.237897,P1-C1,Ryu,691,1,1,P2,,,,,,-1.0,0x9246B9C0
1760733041.597013,P1-C1,Ryu,952,1,1,,P2-C1,Ryu,260,0x104,,0.4132771736140626,0x9246B9C0
1760733042.029001,P1-C1,Ryu,1649,1,1,,P2-C1,Ryu,258,0x102,,0.002655672990158564,0x9246B9C0
1760733042.410025,P1-C1,Ryu,1512,1,1,,P2-C1,Ryu,261,0x105,,27.290305292877747,0x9246B9C0
1760733042.859645,P1-C1,Ryu,1319,1,1,P2,,,,,,-1.0,0x9246B9C0
1760733043.173138,P1-C1,Ryu,1449,1,1,P2,,,,,,-1.0,0x9246B9C0
1760733045.161881,P1-C1,Ryu,1548,5501,4453,P2,,,,,,-1.0,0x9246B9C0
1760733045.584312,P1-C1,Ryu,478,4453,3975,P2,P2-C1,Ryu,259,0x103,,0.001165954129248803,0x9246B9C0
1760733045.828795,P1-C1,Ryu,907,3975,3068,,P2-C1,Ryu,257,0x101,,0.02071737713846744,0x9246B9C0
1760733046.137357,P1-C1,Ryu,809,3068,2259,,P2-C1,Ryu,264,0x108,,0.4969497612342053,0x9246B9C0
1760733046.445189,P1-C1,Ryu,1343,2259,916,,P2-C1,Ryu,264,0x108,,0.11057225127893844,0x9246B9C0
1760733046.799652,P1-C1,Ryu,594,916,322,P2,,,,,,-1.0,0x9246B9C0
1760733047.039985,P1-C1,Ryu,641,322,1,,,,,,,-1.0,0x9246B9C0
1760733047.280744,P1-C1,Ryu,618,1,1,P2,,,,,,-1.0,0x9246B9C0
1760733047.550844,P1-C1,Ryu,637,1,1,P2,,,,,,-1.0,0x9246B9C0
1760733047.942359,P1-C1,Ryu,520,1,1,,,,,,,-1.0,0x9246B9C0
1760733048.313345,P1-C1,Ryu,1226,1,1,P2,,,,,,-1.0,0x9246B9C0
1760733049.921401,P1-C1,Ryu,226,1,1,,,,,,,-1.0,0x9246B9C0
1760733050.168777,P1-C1,Ryu,200,1,1,,,,,,,-1.0,0x9246B9C0
1760733050.265777,P1-C1,Ryu,176,1,1,,,,,,,-1.0,0x9246B9C0
1760733051.521975,P1-C1,Ryu,254,1,1,,,,,,,-1.0,0x9246B9C0
1760733053.485440,P1-C1,Ryu,3640,2501,1,,P2-C1,Ryu,465,0x1d1,,0.07476200361919894,0x9246B9C0
1760733055.017636,P1-C1,Ryu,1792,1,1,,,,,,,-1.0,0x9246B9C0
1760733055.391555,P1-C1,Ryu,532,1,1,P2,P2-C1,Ryu,256,0x100,,0.17968722488280164,0x9246B9C0
1760733055.610596,P1-C1,Ryu,453,1,1,,P2-C1,Ryu,259,0x103,,0.24766088888122795,0x9246B9C0
1760733055.831386,P1-C1,Ryu,856,1,1,,P2-C1,Ryu,257,0x101,,0.07365548749618256,0x9246B9C0
1760733056.123486,P1-C1,Ryu,760,1,1,P2,P2-C1,Ryu,260,0x104,,0.4328733184007092,0x9246B9C0
1760733056.558131,P1-C1,Ryu,1301,1,1,,P2-C1,Ryu,258,0x102,,0.002655672990158564,0x9246B9C0
1760733056.945187,P1-C1,Ryu,1175,1,1,,P2-C1,Ryu,261,0x105,,25.814941076765763,0x9246B9C0
1760733057.406996,P1-C1,Ryu,1008,1,1,,,,,,,-1.0,0x9246B9C0
1760733057.835629,P1-C1,Ryu,1057,1,1,P2,,,,,,-1.0,0x9246B9C0
1760733059.576016,P1-C1,Ryu,230,1,1,,,,,,,-1.0,0x9246B9C0
1760733059.816809,P1-C1,Ryu,1049,1,1,,,,,,,-1.0,0x9246B9C0
1760733060.054676,P1-C1,Ryu,944,1,1,,,,,,,-1.0,0x9246B9C0
1760733061.976398,P1-C1,Ryu,3640,1,1,P2,P2-C1,Ryu,468,0x1d4,,0.3577587691797959,0x9246B9C0
1760733064.580166,P1-C1,Ryu,1000,1001,1,,P2-C1,Ryu,468,0x1d4,,0.5073381782254707,0x9246B9C0
1760733066.475215,P1-C1,Ryu,1792,1,1,,,,,,,-1.0,0x9246B9C0
1760733066.944710,P1-C1,Ryu,532,1,1,,P2-C1,Ryu,256,0x100,,0.1350317230989937,0x9246B9C0
1760733067.131449,P1-C1,Ryu,453,1,1,P2,P2-C1,Ryu,259,0x103,,0.24710129461722374,0x9246B9C0
1760733067.365237,P1-C1,Ryu,856,1,1,P2,P2-C1,Ryu,257,0x101,,0.07942892884115338,0x9246B9C0
1760733067.670341,P1-C1,Ryu,760,1,1,P2,P2-C1,Ryu,260,0x104,,0.4328733184007092,0x9246B9C0
