t,victim_label,victim_char,dmg,notes,victim_gate020,gate020_child_dump
1760462681.507579,P2-C2,Ryu,1847,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x0234A200,0x00000000,0x00000000]"
1760462682.465338,P2-C2,Ryu,534,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x0234DB00,0x00000000,0x00000000]"
1760462682.695869,P2-C2,Ryu,507,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x0234E900,0x00000000,0x00000000]"
1760462682.964292,P2-C2,Ryu,837,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x0234F900,0x00000000,0x00000000]"
1760462683.976023,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02353600,0x00000000,0x00000000]"
1760462684.211642,P2-C2,Ryu,1368,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02354400,0x00000000,0x00000000]"
1760462684.515106,P2-C2,Ryu,1224,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02355600,0x00000000,0x00000000]"
1760462684.909684,P2-C2,Ryu,2108,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02356E00,0x00000000,0x00000000]"
1760462686.568492,P1-C2,Ryu,4800,no proof & gate not locked/usable,0x809BFB50,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909377C0,0x90939080,0x90937E80,0x90937F80,0x908FA500,0x809BFBC0,0x90FCC740,0x0235EE00,0x00000000,0x00000000]"
1760462687.436533,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02360500,0x00000000,0x00000000]"
1760462687.671625,P2-C2,Ryu,1368,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02361400,0x00000000,0x00000000]"
1760462687.961979,P2-C2,Ryu,1224,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02362500,0x00000000,0x00000000]"
1760462688.375068,P2-C2,Ryu,2108,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02363E00,0x00000000,0x00000000]"
1760462688.842421,P2-C2,Ryu,1727,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02365A00,0x00000000,0x00000000]"
1760462689.322088,P2-C2,Ryu,1439,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02367600,0x00000000,0x00000000]"
1760462689.837172,P2-C2,Ryu,434,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02369500,0x00000000,0x00000000]"
1760462690.069431,P2-C2,Ryu,726,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x0236A300,0x00000000,0x00000000]"
1760462690.414097,P2-C2,Ryu,633,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x0236B800,0x00000000,0x00000000]"
1760462697.280537,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02385400,0x00000000,0x00000000]"
1760462697.514713,P2-C2,Ryu,1368,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02386100,0x00000000,0x00000000]"
1760462697.813385,P2-C2,Ryu,1224,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02387300,0x00000000,0x00000000]"
1760462698.670221,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x0238A700,0x00000000,0x00000000]"
1760462698.889507,P2-C2,Ryu,1368,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x0238B400,0x00000000,0x00000000]"
1760462699.197552,P2-C2,Ryu,1224,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x0238C600,0x00000000,0x00000000]"
1760462700.063779,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x0238FA00,0x00000000,0x00000000]"
1760462700.329902,P2-C2,Ryu,1368,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02390A00,0x00000000,0x00000000]"
1760462700.636215,P2-C2,Ryu,1224,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02391D00,0x00000000,0x00000000]"
1760462701.536901,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02395300,0x00000000,0x00000000]"
1760462701.770959,P2-C2,Ryu,1368,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02396000,0x00000000,0x00000000]"
1760462702.172699,P2-C2,Ryu,2232,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02397900,0x00000000,0x00000000]"
1760462703.110947,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x0239B100,0x00000000,0x00000000]"
1760462703.342730,P2-C2,Ryu,1368,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x0239BF00,0x00000000,0x00000000]"
1760462703.648051,P2-C2,Ryu,1224,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x0239D100,0x00000000,0x00000000]"
1760462712.363728,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023BDB00,0x00000000,0x00000000]"
1760462712.590348,P2-C2,Ryu,760,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023BE900,0x00000000,0x00000000]"
1760462713.320551,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023C1500,0x00000000,0x00000000]"
1760462713.538430,P2-C2,Ryu,760,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023C2200,0x00000000,0x00000000]"
1760462714.233149,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023C4B00,0x00000000,0x00000000]"
1760462714.460722,P2-C2,Ryu,760,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023C5900,0x00000000,0x00000000]"
1760462715.080378,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023C7E00,0x00000000,0x00000000]"
1760462715.310564,P2-C2,Ryu,760,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023C8C00,0x00000000,0x00000000]"
1760462716.050553,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023CB900,0x00000000,0x00000000]"
1760462716.287513,P2-C2,Ryu,760,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023CC700,0x00000000,0x00000000]"
1760462716.951908,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023CEF00,0x00000000,0x00000000]"
1760462717.185723,P2-C2,Ryu,760,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023CFC00,0x00000000,0x00000000]"
1760462717.906810,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023D2700,0x00000000,0x00000000]"
1760462718.133337,P2-C2,Ryu,760,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023D3500,0x00000000,0x00000000]"
1760462718.787518,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023D5D00,0x00000000,0x00000000]"
1760462719.022963,P2-C2,Ryu,760,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023D6B00,0x00000000,0x00000000]"
1760462719.629546,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023D8F00,0x00000000,0x00000000]"
1760462719.865331,P2-C2,Ryu,760,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023D9D00,0x00000000,0x00000000]"
1760462720.543175,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023DC600,0x00000000,0x00000000]"
1760462720.783623,P2-C2,Ryu,1681,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023DD400,0x00000000,0x00000000]"
1760462721.022391,P2-C2,Ryu,680,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023DE300,0x00000000,0x00000000]"
1760462721.698508,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023E0B00,0x00000000,0x00000000]"
1760462721.932335,P2-C2,Ryu,760,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023E1900,0x00000000,0x00000000]"
1760462722.169997,P2-C2,Ryu,720,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023E2700,0x00000000,0x00000000]"
1760462722.846856,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023E5000,0x00000000,0x00000000]"
1760462723.065277,P2-C2,Ryu,760,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023E5D00,0x00000000,0x00000000]"
1760462723.306988,P2-C2,Ryu,1296,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023E6C00,0x00000000,0x00000000]"
1760462723.614596,P2-C2,Ryu,1156,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023E7E00,0x00000000,0x00000000]"
1760462724.538937,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023EB500,0x00000000,0x00000000]"
1760462724.773428,P2-C2,Ryu,760,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023EC300,0x00000000,0x00000000]"
1760462725.009920,P2-C2,Ryu,1296,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023ED100,0x00000000,0x00000000]"
1760462725.457715,P2-C2,Ryu,2108,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023EEC00,0x00000000,0x00000000]"
1760462725.922375,P2-C2,Ryu,1727,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023F0800,0x00000000,0x00000000]"
1760462726.936064,P2-C2,Ryu,800,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023F4500,0x00000000,0x00000000]"
1760462728.653613,P2-C2,Ryu,720,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FAC00,0x00000000,0x00000000]"
1760462728.745135,P2-C2,Ryu,684,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FB100,0x00000000,0x00000000]"
1760462728.831499,P2-C2,Ryu,648,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FB600,0x00000000,0x00000000]"
1760462728.913943,P2-C2,Ryu,612,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FBB00,0x00000000,0x00000000]"
1760462728.999087,P2-C2,Ryu,575,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FC000,0x00000000,0x00000000]"
1760462729.079429,P2-C2,Ryu,539,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FC500,0x00000000,0x00000000]"
1760462729.165134,P2-C2,Ryu,503,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FCA00,0x00000000,0x00000000]"
1760462729.249188,P2-C2,Ryu,467,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FCF00,0x00000000,0x00000000]"
1760462729.330189,P2-C2,Ryu,431,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FD400,0x00000000,0x00000000]"
1760462729.409406,P2-C2,Ryu,316,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FD800,0x00000000,0x00000000]"
1760462729.489661,P2-C2,Ryu,287,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FDD00,0x00000000,0x00000000]"
1760462729.575262,P2-C2,Ryu,258,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FE300,0x00000000,0x00000000]"
1760462729.663369,P2-C2,Ryu,229,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FE800,0x00000000,0x00000000]"
1760462729.746927,P2-C2,Ryu,201,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FED00,0x00000000,0x00000000]"
1760462729.827034,P2-C2,Ryu,201,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FF200,0x00000000,0x00000000]"
1760462729.907541,P2-C2,Ryu,201,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FF600,0x00000000,0x00000000]"
1760462729.989157,P2-C2,Ryu,201,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x023FFB00,0x00000000,0x00000000]"
1760462730.086505,P2-C2,Ryu,201,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02400100,0x00000000,0x00000000]"
1760462730.169402,P2-C2,Ryu,201,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02400700,0x00000000,0x00000000]"
1760462730.241393,P2-C2,Ryu,291,no proof & gate not locked/usable,0x809C0070,"[0x00000000,0x00000000,0x00000000,0x00000630,0x00000012,0x00400040,0x909504C0,0x90951D80,0x90950B80,0x90950C80,0x908FA500,0x809C00E0,0x90FD3300,0x02400B00,0x00000000,0x00000000]"
